source,t,rel_t,x,y,yaw_rad,yaw_deg,rel_x,rel_y,rel_yaw_deg,vx,wz
wheel,1780715211.688266993,57.739911318,-2.889570854,0.626422948,-2.207885057,-126.502495,-2.889570854,0.626422948,-126.502495,-0.262498236,0.423508225
wheel,1780715211.708338976,57.759983301,-2.886597924,0.630477412,-2.199095103,-125.998868,-2.886597924,0.630477412,-125.998868,-0.261904896,0.423655013
wheel,1780715211.728331804,57.779976130,-2.886597924,0.630477412,-2.199095103,-125.998868,-2.886597924,0.630477412,-125.998868,-0.248809651,0.419418463
wheel,1780715211.748304129,57.799948454,-2.880224010,0.639445563,-2.178276791,-124.806067,-2.880224010,0.639445563,-124.806067,-0.263908548,0.425645992
wheel,1780715211.768311501,57.819955826,-2.880224010,0.639445563,-2.178276791,-124.806067,-2.880224010,0.639445563,-124.806067,-0.250713120,0.421389532
wheel,1780715211.788277864,57.839922190,-2.873727200,0.648949758,-2.162547400,-123.904839,-2.873727200,0.648949758,-123.904839,-0.267010365,0.425054429
rtabmap,1780715211.798368216,58.400535583,-0.357171774,-2.834705353,-0.016424644,-0.941063,2.699698443,0.934886671,115.352933,0.245448321,-0.477796376
wheel,1780715211.809131145,57.860775471,-2.870292641,0.654103650,-2.154682704,-123.454225,-2.870292641,0.654103650,-123.454225,-0.268511771,0.424575802
wheel,1780715211.828416824,57.880061150,-2.870292641,0.654103650,-2.154682704,-123.454225,-2.870292641,0.654103650,-123.454225,-0.255086183,0.420330044
wheel,1780715211.849489927,57.901134253,-2.863265278,0.664917869,-2.139415942,-122.579504,-2.863265278,0.664917869,-122.579504,-0.272928207,0.423370427
wheel,1780715211.868269920,57.919914246,-2.863265278,0.664917869,-2.139415942,-122.579504,-2.863265278,0.664917869,-122.579504,-0.259281796,0.419136723
wheel,1780715211.888442993,57.940087318,-2.856238435,0.676078398,-2.125999696,-121.810810,-2.856238435,0.676078398,-121.810810,-0.279024778,0.421599780
wheel,1780715211.908338785,57.959983110,-2.856238435,0.676078398,-2.125999696,-121.810810,-2.856238435,0.676078398,-121.810810,-0.265073539,0.417383783
wheel,1780715211.928271294,57.979915619,-2.848900503,0.688074907,-2.113508709,-121.095129,-2.848900503,0.688074907,-121.095129,-0.287066317,0.419471343
wheel,1780715211.948385000,58.000029325,-2.845529275,0.693699776,-2.107957159,-120.777049,-2.845529275,0.693699776,-120.777049,-0.289013968,0.418036582
wheel,1780715211.969434261,58.021078587,-2.845529275,0.693699776,-2.107957159,-120.777049,-2.845529275,0.693699776,-120.777049,-0.274563270,0.413856216
wheel,1780715211.988261700,58.039906025,-2.838147817,0.706264851,-2.095928801,-120.087874,-2.838147817,0.706264851,-120.087874,-0.299530238,0.416105422
rtabmap,1780715211.998201609,58.600368977,-0.273866773,-2.832273006,-0.089963136,-5.154508,2.660615545,1.008494868,111.139488,0.416616201,-0.367998958
wheel,1780715212.008254051,58.059898376,-2.835091657,0.711567816,-2.091302509,-119.822807,-2.835091657,0.711567816,-119.822807,-0.299859579,0.414258177
wheel,1780715212.028316975,58.079961300,-2.835091657,0.711567816,-2.091302509,-119.822807,-2.835091657,0.711567816,-119.822807,-0.284866600,0.410115596
wheel,1780715212.049997091,58.101641417,-2.827863989,0.724305823,-2.082512555,-119.319180,-2.827863989,0.724305823,-119.319180,-0.304403747,0.410069270
wheel,1780715212.069460392,58.121104717,-2.827863989,0.724305823,-2.082512555,-119.319180,-2.827863989,0.724305823,-119.319180,-0.289183559,0.405968578
wheel,1780715212.088267326,58.139911652,-2.820775128,0.737038266,-2.075110489,-118.895073,-2.820775128,0.737038266,-118.895073,-0.313467096,0.405844660
wheel,1780715212.108275652,58.159919977,-2.817549535,0.742914695,-2.070484197,-118.630006,-2.817549535,0.742914695,-118.630006,-0.314548304,0.404098782
wheel,1780715212.128270388,58.179914713,-2.814387276,0.748742679,-2.065395277,-118.338432,-2.814387276,0.748742679,-118.338432,-0.315401439,0.402602864
wheel,1780715212.148574352,58.200218678,-2.814387276,0.748742679,-2.065395277,-118.338432,-2.814387276,0.748742679,-118.338432,-0.299631367,0.398576835
wheel,1780715212.168264151,58.219908476,-2.811229863,0.754656020,-2.057067952,-117.861312,-2.811229863,0.754656020,-117.861312,-0.301671121,0.398819967
wheel,1780715212.188227654,58.239871979,-2.807512332,0.762165602,-2.003865599,-114.813042,-2.807512332,0.762165602,-114.813042,-0.307574791,0.421482213
wheel,1780715212.208276272,58.259920597,-2.804968601,0.767410424,-2.040875931,-116.933577,-2.804968601,0.767410424,-116.933577,-0.306732147,0.398808856
wheel,1780715212.228272915,58.279917240,-2.797904996,0.781637819,-2.022370765,-115.873309,-2.797904996,0.781637819,-115.873309,-0.331114084,0.404075124
rtabmap,1780715212.231581450,58.833748817,-0.191229761,-2.849300385,-0.157877730,-9.045728,2.639274834,1.090124406,107.248268,0.359210998,-0.291004628
wheel,1780715212.249357939,58.301002264,-2.795269652,0.787081152,-2.020982877,-115.793789,-2.795269652,0.787081152,-115.793789,-0.328900135,0.400692629
wheel,1780715212.268270016,58.319914341,-2.795269652,0.787081152,-2.020982877,-115.793789,-2.795269652,0.787081152,-115.793789,-0.312455128,0.396685703
wheel,1780715212.288299561,58.339943886,-2.788263667,0.801741854,-2.012192923,-115.290162,-2.788263667,0.801741854,-115.290162,-0.337402876,0.397108280
wheel,1780715212.308208704,58.359853029,-2.788263667,0.801741854,-2.012192923,-115.290162,-2.788263667,0.801741854,-115.290162,-0.320532732,0.393137198
wheel,1780715212.328267336,58.379911661,-2.781469255,0.816260810,-2.004790857,-114.866055,-2.781469255,0.816260810,-114.866055,-0.344477508,0.392897269
wheel,1780715212.348270178,58.399914503,-2.777929301,0.823936030,-2.001089824,-114.654001,-2.777929301,0.823936030,-114.654001,-0.348377189,0.390818197
wheel,1780715212.368268967,58.419913292,-2.777929301,0.823936030,-2.001089824,-114.654001,-2.777929301,0.823936030,-114.654001,-0.330958330,0.386910016
wheel,1780715212.388311148,58.439955473,-2.770867243,0.839454940,-1.994613015,-114.282908,-2.770867243,0.839454940,-114.282908,-0.356942149,0.386272196
rtabmap,1780715212.398352385,59.000519753,-0.119926311,-2.864997387,-0.193258890,-11.072919,2.621761907,1.161003706,105.221077,0.437034130,-0.212154150
wheel,1780715212.408248425,58.459892750,-2.767704007,0.846501062,-1.990911982,-114.070854,-2.767704007,0.846501062,-114.070854,-0.358465005,0.384265835
wheel,1780715212.428277493,58.479921818,-2.764357960,0.854024149,-1.987673578,-113.885307,-2.764357960,0.854024149,-113.885307,-0.361102350,0.382040529
wheel,1780715212.448348999,58.499993324,-2.764357960,0.854024149,-1.987673578,-113.885307,-2.764357960,0.854024149,-113.885307,-0.343047233,0.378220124
wheel,1780715212.468255281,58.519899607,-2.761070872,0.861493644,-1.983047286,-113.620240,-2.761070872,0.861493644,-113.620240,-0.346374962,0.376759929
wheel,1780715212.488258839,58.539903164,-2.754528765,0.876605636,-1.975645220,-113.196133,-2.754528765,0.876605636,-113.196133,-0.370219068,0.376692881
wheel,1780715212.508314371,58.559958696,-2.754528765,0.876605636,-1.975645220,-113.196133,-2.754528765,0.876605636,-113.196133,-0.351708114,0.372925952
wheel,1780715212.528278589,58.579922915,-2.748009789,0.891965371,-1.968705783,-112.798532,-2.748009789,0.891965371,-112.798532,-0.375917158,0.372673045
wheel,1780715212.548316002,58.599960327,-2.745287654,0.898487948,-1.963616862,-112.506959,-2.745287654,0.898487948,-112.506959,-0.374763099,0.371486780
rtabmap,1780715212.564947605,59.167114973,-0.047766998,-2.877711535,-0.227387856,-13.028364,2.601195624,1.231328978,103.265631,0.439735949,-0.204862013
wheel,1780715212.568282366,58.619926691,-2.745287654,0.898487948,-1.963616862,-112.506959,-2.745287654,0.898487948,-112.506959,-0.356024944,0.367771912
wheel,1780715212.588289976,58.639934301,-2.739409718,0.912851857,-1.954826908,-112.003331,-2.739409718,0.912851857,-112.003331,-0.377015076,0.368488179
wheel,1780715212.608253717,58.659898043,-2.736395114,0.920356957,-1.950663245,-111.764771,-2.736395114,0.920356957,-111.764771,-0.378416237,0.366888436
wheel,1780715212.628257751,58.679902077,-2.733411784,0.927874543,-1.946499583,-111.526211,-2.733411784,0.927874543,-111.526211,-0.379711615,0.365301013
wheel,1780715212.648248434,58.699892759,-2.730512971,0.935268811,-1.942335921,-111.287651,-2.730512971,0.935268811,-111.287651,-0.380589569,0.363730680
wheel,1780715212.668251753,58.719896078,-2.730512971,0.935268811,-1.942335921,-111.287651,-2.730512971,0.935268811,-111.287651,-0.361560091,0.360093373
wheel,1780715212.688365459,58.740009785,-2.730512971,0.935268811,-1.942335921,-111.287651,-2.730512971,0.935268811,-111.287651,-0.343482086,0.356492440
wheel,1780715212.708246708,58.759891033,-2.721928661,0.957729418,-1.929382304,-110.545463,-2.721928661,0.957729418,-110.545463,-0.386783541,0.359443400
wheel,1780715212.728305101,58.779949427,-2.719105976,0.965308785,-1.925218642,-110.306903,-2.719105976,0.965308785,-110.306903,-0.387613197,0.357925551
wheel,1780715212.748415709,58.800060034,-2.716314874,0.972899840,-1.921054979,-110.068343,-2.716314874,0.972899840,-110.068343,-0.388332537,0.356415794
rtabmap,1780715212.764873505,59.367040873,0.035788365,-2.894575834,-0.273233983,-15.655154,2.579301899,1.313709608,100.638842,0.426188529,-0.229315147
wheel,1780715212.768246651,58.819890976,-2.716314874,0.972899840,-1.921054979,-110.068343,-2.716314874,0.972899840,-110.068343,-0.368915910,0.352851636
wheel,1780715212.788247824,58.839892149,-2.710884009,0.987981942,-1.911802396,-109.538209,-2.710884009,0.987981942,-109.538209,-0.390548748,0.353949802
wheel,1780715212.808325052,58.859969378,-2.708291899,0.995334882,-1.907638734,-109.299648,-2.708291899,0.995334882,-109.299648,-0.390440710,0.352484472
wheel,1780715212.828251839,58.879896164,-2.705733834,1.002699735,-1.902549813,-109.008075,-2.705733834,1.002699735,-109.008075,-0.390475582,0.351512673
wheel,1780715212.849705935,58.901350260,-2.703235147,1.010007981,-1.897923521,-108.743008,-2.703235147,1.010007981,-108.743008,-0.388954882,0.350154249
wheel,1780715212.868272781,58.919917107,-2.703235147,1.010007981,-1.897923521,-108.743008,-2.703235147,1.010007981,-108.743008,-0.369507138,0.346652706
wheel,1780715212.888345480,58.939989805,-2.698398940,1.024525066,-1.886820422,-108.106847,-2.698398940,1.024525066,-108.106847,-0.389206283,0.348726243
wheel,1780715212.908316851,58.959961176,-2.698398940,1.024525066,-1.886820422,-108.106847,-2.698398940,1.024525066,-108.106847,-0.369745968,0.345238981
wheel,1780715212.928267002,58.979911327,-2.693475799,1.039856999,-1.876179951,-107.497193,-2.693475799,1.039856999,-107.497193,-0.391612330,0.347119546
wheel,1780715212.948680639,59.000324965,-2.691454875,1.046324991,-1.871091030,-107.205619,-2.691454875,1.046324991,-107.205619,-0.388628958,0.346141195
rtabmap,1780715212.964910746,59.567078114,0.113421954,-2.917263985,-0.326587796,-18.712102,2.565252658,1.393361006,97.581893,0.404305160,-0.266719669
wheel,1780715212.968502283,59.020146608,-2.691454875,1.046324991,-1.871091030,-107.205619,-2.691454875,1.046324991,-107.205619,-0.369197510,0.342679783
wheel,1780715212.988271236,59.039915562,-2.687119031,1.060618996,-1.859525301,-106.542952,-2.687119031,1.060618996,-106.542952,-0.388299027,0.345069693
wheel,1780715213.008244753,59.059889078,-2.685111285,1.067395647,-1.858137414,-106.463432,-2.685111285,1.067395647,-106.463432,-0.386575569,0.342313802
wheel,1780715213.028245449,59.079889774,-2.683062462,1.074388077,-1.853511122,-106.198365,-2.683062462,1.074388077,-106.198365,-0.385464134,0.341203978
wheel,1780715213.048306942,59.099951267,-2.680965351,1.081669984,-1.848884831,-105.933298,-2.680965351,1.081669984,-105.933298,-0.385084258,0.340098816
wheel,1780715213.068260908,59.119905233,-2.680965351,1.081669984,-1.848884831,-105.933298,-2.680965351,1.081669984,-105.933298,-0.365830045,0.336697828
wheel,1780715213.089320660,59.140964985,-2.680965351,1.081669984,-1.848884831,-105.933298,-2.680965351,1.081669984,-105.933298,-0.347538543,0.333330849
wheel,1780715213.108241081,59.159885406,-2.674880780,1.103498562,-1.836393843,-105.217617,-2.674880780,1.103498562,-105.217617,-0.390041411,0.336598896
wheel,1780715213.128254414,59.179898739,-2.673019206,1.110392318,-1.832692810,-105.005563,-2.673019206,1.110392318,-105.005563,-0.388381064,0.335082389
rtabmap,1780715213.131715775,59.733883142,0.173852146,-2.938178539,-0.364042546,-20.858101,2.557234044,1.456803330,95.435894,0.383356214,-0.224542588
wheel,1780715213.149657726,59.201302052,-2.671012799,1.117926181,-1.829454406,-104.820016,-2.671012799,1.117926181,-104.820016,-0.387174606,0.333244554
wheel,1780715213.168315172,59.219959497,-2.671012799,1.117926181,-1.829454406,-104.820016,-2.671012799,1.117926181,-104.820016,-0.367815875,0.329912108
wheel,1780715213.188283920,59.239928246,-2.666749427,1.134284198,-1.822052340,-104.395909,-2.666749427,1.134284198,-104.395909,-0.391752396,0.330319813
wheel,1780715213.208296776,59.259941101,-2.665360818,1.139720177,-1.819739194,-104.263376,-2.665360818,1.139720177,-104.263376,-0.386182438,0.328172472
wheel,1780715213.228280544,59.279924870,-2.663484412,1.147137236,-1.817426048,-104.130842,-2.663484412,1.147137236,-104.130842,-0.386015675,0.326048260
wheel,1780715213.248340368,59.299984694,-2.661644575,1.154488362,-1.814650273,-103.971802,-2.661644575,1.154488362,-103.971802,-0.385602833,0.324171509
wheel,1780715213.268295288,59.319939613,-2.661644575,1.154488362,-1.814650273,-103.971802,-2.661644575,1.154488362,-103.971802,-0.366322691,0.320929794
wheel,1780715213.288257122,59.339901447,-2.657956694,1.169413822,-1.811411869,-103.786255,-2.657956694,1.169413822,-103.786255,-0.386508495,0.319342484
rtabmap,1780715213.298354864,59.900522232,0.233551249,-2.965749741,-0.388039559,-22.233029,2.555507188,1.522538952,94.060967,0.393686831,-0.144005775
wheel,1780715213.308281422,59.359925747,-2.656214551,1.176563916,-1.808173465,-103.600708,-2.656214551,1.176563916,-103.600708,-0.385561772,0.317766547
wheel,1780715213.328260660,59.379904985,-2.654442808,1.183931750,-1.805397690,-103.441668,-2.654442808,1.183931750,-103.441668,-0.385248260,0.315978227
wheel,1780715213.349223137,59.400867462,-2.652657846,1.191446256,-1.802621915,-103.282628,-2.652657846,1.191446256,-103.282628,-0.384405550,0.314142413
wheel,1780715213.368266582,59.419910908,-2.652657846,1.191446256,-1.802621915,-103.282628,-2.652657846,1.191446256,-103.282628,-0.365185273,0.311000989
wheel,1780715213.390083075,59.441727400,-2.652657846,1.191446256,-1.802621915,-103.282628,-2.652657846,1.191446256,-103.282628,-0.346926009,0.307890979
wheel,1780715213.408266306,59.459910631,-2.648307369,1.211155166,-1.773476278,-101.612706,-2.648307369,1.211155166,-101.612706,-0.385081073,0.320841344
wheel,1780715213.428272009,59.479916334,-2.645600357,1.223541154,-1.798458253,-103.044068,-2.645600357,1.223541154,-103.044068,-0.397513864,0.305145504
wheel,1780715213.448202133,59.499846458,-2.645600357,1.223541154,-1.798458253,-103.044068,-2.645600357,1.223541154,-103.044068,-0.377638171,0.302094049
rtabmap,1780715213.464936733,60.067104101,0.299398959,-2.988555908,-0.402489907,-23.060973,2.546784629,1.591676201,93.233023,0.417700261,-0.086745858
