topic,t,lost,matches,inliers,features,icp_inliers_ratio,local_map_size
/rtabmap/odom_info_lite,1780715195.162121534,0,0,0,0,0.361827,0
/rtabmap/odom_info,1780715195.163275957,0,0,0,0,0.361827,0
/rtabmap/odom_info_lite,1780715195.381040096,0,0,0,0,0.400258,0
/rtabmap/odom_info,1780715195.382230043,0,0,0,0,0.400258,0
/rtabmap/odom_info_lite,1780715195.613955736,0,0,0,0,0.389682,0
/rtabmap/odom_info,1780715195.615320444,0,0,0,0,0.389682,0
/rtabmap/odom_info_lite,1780715195.827714920,0,0,0,0,0.381977,0
/rtabmap/odom_info,1780715195.828212261,0,0,0,0,0.381977,0
/rtabmap/odom_info_lite,1780715196.035987377,0,0,0,0,0.299262,0
/rtabmap/odom_info,1780715196.037537575,0,0,0,0,0.299262,0
/rtabmap/odom_info_lite,1780715196.257166862,0,0,0,0,0.341857,0
/rtabmap/odom_info,1780715196.257961988,0,0,0,0,0.341857,0
/rtabmap/odom_info_lite,1780715196.448265314,0,0,0,0,0.420609,0
/rtabmap/odom_info,1780715196.449354649,0,0,0,0,0.420609,0
/rtabmap/odom_info_lite,1780715196.636825800,0,0,0,0,0.437808,0
/rtabmap/odom_info,1780715196.637548685,0,0,0,0,0.437808,0
/rtabmap/odom_info_lite,1780715196.815618753,0,0,0,0,0.434649,0
/rtabmap/odom_info,1780715196.816193104,0,0,0,0,0.434649,0
/rtabmap/odom_info_lite,1780715197.001615763,0,0,0,0,0.430369,0
/rtabmap/odom_info,1780715197.002091408,0,0,0,0,0.430369,0
/rtabmap/odom_info_lite,1780715197.237545729,0,0,0,0,0.411078,0
/rtabmap/odom_info,1780715197.237951517,0,0,0,0,0.411078,0
/rtabmap/odom_info_lite,1780715197.490935087,0,0,0,0,0.324932,0
/rtabmap/odom_info,1780715197.491874218,0,0,0,0,0.324932,0
/rtabmap/odom_info_lite,1780715197.739990473,0,0,0,0,0.338505,0
/rtabmap/odom_info,1780715197.740704298,0,0,0,0,0.338505,0
